Date,XOM,CVX
2020-06-25,71.6463851928711,35.99181365966797
2020-06-26,69.43779754638672,34.75675964355469
2020-06-29,70.40958404541016,35.31452178955078
2020-06-30,71.66244506835938,35.63325500488281
2020-07-01,70.36941528320312,34.828468322753906
2020-07-02,70.92357635498047,35.1233024597168
2020-07-06,71.13236999511719,35.37031936645508
2020-07-07,69.31732177734375,34.4539794921875
2020-07-08,69.34945678710938,34.374298095703125
2020-07-09,66.45018005371094,32.95597839355469
2020-07-10,68.44996643066406,33.98386764526367
2020-07-13,68.58647155761719,33.9918327331543
2020-07-14,70.95568084716797,35.115325927734375
2020-07-15,71.38935852050781,35.5615348815918
2020-07-16,70.96372985839844,35.28264617919922
2020-07-17,70.02407836914062,34.67708206176758
2020-07-20,68.48207092285156,33.86433792114258
2020-07-21,73.3971939086914,35.577476501464844
2020-07-22,73.11608123779297,34.74879455566406
2020-07-23,73.09201049804688,34.82050323486328
2020-07-24,72.38525390625,34.605369567871094
2020-07-27,73.11608123779297,35.115325927734375
2020-07-28,71.56607055664062,34.70098876953125
2020-07-29,72.33706665039062,35.083457946777344
2020-07-30,69.28518676757812,33.36234664916992
2020-07-31,67.4139404296875,33.52967834472656
2020-08-03,68.11263275146484,33.66513442993164
2020-08-04,69.46186828613281,34.63724136352539
2020-08-05,70.03211212158203,34.940032958984375
2020-08-06,70.24893951416016,34.772705078125
2020-08-07,69.71086120605469,34.61334228515625
2020-08-10,72.06399536132812,35.46592330932617
2020-08-11,71.97565460205078,35.83245086669922
2020-08-12,72.85909271240234,35.82432556152344
2020-08-13,72.13628387451172,34.946800231933594
2020-08-14,72.56192779541016,35.10118103027344
2020-08-17,72.89924621582031,34.64616775512695
2020-08-18,71.39205169677734,34.47553634643555
2020-08-19,70.38184356689453,34.09364700317383
2020-08-20,69.09459686279297,33.57362365722656
2020-08-21,69.3145751953125,33.321739196777344
2020-08-24,71.04174041748047,34.30490493774414
2020-08-25,70.16999816894531,33.21611404418945
2020-08-26,69.07014465332031,32.509220123291016
2020-08-27,69.17608642578125,32.28984069824219
2020-08-28,69.76268005371094,33.06174087524414
2020-08-31,68.37767791748047,32.45234298706055
2020-09-01,67.68517303466797,32.03794860839844
2020-09-02,67.77479553222656,31.842947006225586
2020-09-03,67.03343200683594,31.77794647216797
2020-09-04,66.74826049804688,31.753562927246094
2020-09-08,64.33675384521484,31.022289276123047
2020-09-09,65.2003402709961,30.835418701171875
2020-09-10,63.6687126159668,30.06351089477539
2020-09-11,63.29395294189453,29.982261657714844
2020-09-14,62.96806335449219,29.78725242614746
2020-09-15,62.20225143432617,29.470367431640625
2020-09-16,64.00275421142578,30.721660614013672
2020-09-17,64.19012451171875,30.713529586791992
2020-09-18,63.71760940551758,30.2178897857666
2020-09-21,62.1615104675293,29.600366592407227
2020-09-22,61.53419876098633,28.86909294128418
2020-09-23,58.61756896972656,27.942808151245117
2020-09-24,58.49538040161133,27.885936737060547
2020-09-25,58.51982498168945,28.14594841003418
2020-09-28,60.230674743652344,28.690343856811523
2020-09-29,58.57685089111328,27.853439331054688
2020-09-30,58.65831756591797,27.894065856933594
2020-10-01,57.371089935302734,26.919031143188477
2020-10-02,57.99839782714844,26.797151565551758
2020-10-05,59.228599548339844,27.414674758911133
2020-10-06,58.902740478515625,27.130287170410156
2020-10-07,60.108489990234375,27.219667434692383
2020-10-08,61.28163528442383,28.649715423583984
2020-10-09,60.287715911865234,28.227197647094727
2020-10-12,60.70320510864258,28.1378231048584
2020-10-13,59.79890060424805,27.8046875
2020-10-14,59.4322624206543,27.747812271118164
2020-10-15,59.888511657714844,27.991565704345703
2020-10-16,59.383384704589844,27.707181930541992
2020-10-19,58.07172775268555,27.15465545654297
2020-10-20,58.397613525390625,27.38216781616211
2020-10-21,57.737709045410156,26.943403244018555
2020-10-22,59.79890060424805,28.32469940185547
2020-10-23,59.12268829345703,27.755931854248047
2020-10-26,57.79473114013672,27.0977840423584
2020-10-27,56.62971878051758,26.66714096069336
2020-10-28,54.4870491027832,25.651487350463867
2020-10-29,56.05128860473633,26.789026260375977
2020-10-30,56.6215705871582,26.504642486572266
2020-11-02,58.7805290222168,27.617801666259766
2020-11-03,58.44647979736328,27.14653778076172
2020-11-04,58.4709358215332,27.000280380249023
2020-11-05,58.77238082885742,26.9515323638916
2020-11-06,57.965824127197266,26.634647369384766
2020-11-09,64.68708038330078,30.00662612915039
2020-11-10,67.67701721191406,30.67233657836914
2020-11-11,67.18006134033203,30.356124877929688
2020-11-12,65.72177124023438,29.315959930419922
2020-11-13,67.6444320678711,30.023277282714844
2020-11-16,72.47560119628906,31.754108428955078
2020-11-17,71.95479583740234,32.178489685058594
2020-11-18,69.67315673828125,30.96358299255371
2020-11-19,70.871826171875,31.121694564819336
2020-11-20,70.92143249511719,30.738901138305664
2020-11-23,75.25325775146484,32.75266647338867
2020-11-24,79.04777526855469,34.93284606933594
2020-11-25,76.1708984375,33.95925521850586
2020-11-27,75.4847412109375,33.443328857421875
2020-11-30,72.0705337524414,31.729143142700195
2020-12-01,72.29373931884766,32.03702926635742
2020-12-02,74.2943115234375,33.23529815673828
2020-12-03,74.23643493652344,33.45997619628906
2020-12-04,77.11331939697266,34.683204650878906
2020-12-07,75.03008270263672,34.03414535522461
2020-12-08,75.67488098144531,35.149200439453125
2020-12-09,74.76553344726562,35.615196228027344
2020-12-10,77.17117309570312,36.622066497802734
2020-12-11,76.42717742919922,36.447322845458984
2020-12-14,73.93885803222656,35.132564544677734
2020-12-15,73.88096618652344,35.81490707397461
2020-12-16,73.31883239746094,36.364112854003906
2020-12-17,73.08737182617188,36.18104553222656
2020-12-18,72.07880401611328,35.556941986083984
2020-12-21,71.16944122314453,34.90788650512695
2020-12-22,69.73927307128906,34.317073822021484
2020-12-23,70.83877563476562,34.75810241699219
2020-12-24,70.54115295410156,34.61663818359375
2020-12-28,70.18567657470703,34.73313522338867
2020-12-29,69.94596099853516,34.34203338623047
2020-12-30,70.54115295410156,34.61663818359375
2020-12-31,69.81366729736328,34.30043029785156
2021-01-04,70.02861022949219,34.533416748046875
2021-01-05,71.9217300415039,36.19768142700195
2021-01-06,74.23643493652344,37.1213493347168
2021-01-07,74.58366394042969,37.412593841552734
2021-01-08,75.29461669921875,37.82866287231445
2021-01-11,75.72447967529297,38.97699737548828
2021-01-12,77.16292572021484,39.8424186706543
2021-01-13,77.08850860595703,40.29176330566406
2021-01-14,78.9403076171875,41.86449432373047
2021-01-15,76.12955474853516,39.850738525390625
2021-01-19,78.13015747070312,40.64126205444336
2021-01-20,78.84935760498047,41.21543884277344
2021-01-21,76.06341552734375,40.0338134765625
2021-01-22,75.83195495605469,39.467960357666016
2021-01-25,75.14579010009766,39.02692413330078
2021-01-26,73.87269592285156,38.16982650756836
2021-01-27,72.91374969482422,37.73713302612305
2021-01-28,73.59163665771484,38.327945709228516
2021-01-29,70.4336929321289,37.3127326965332
2021-02-01,71.4339828491211,37.37931442260742
2021-02-02,71.97132110595703,37.97012710571289
2021-02-03,73.54203796386719,39.45963668823242
2021-02-04,73.57510375976562,40.216880798339844
2021-02-05,73.7900390625,41.56492614746094
2021-02-08,75.62528228759766,43.35401153564453
2021-02-09,75.19540405273438,42.84625244140625
2021-02-10,76.48504638671875,43.260929107666016
2021-02-11,76.07169342041016,42.177703857421875
2021-02-12,76.50984191894531,42.75316619873047
2021-02-16,78.07759094238281,44.03947830200195
2021-02-17,80.41664123535156,44.724952697753906
2021-02-18,79.64533996582031,44.022560119628906
2021-02-19,80.31604766845703,44.31874084472656
2021-02-22,82.4874267578125,45.952030181884766
2021-02-23,83.5270004272461,46.58673095703125
2021-02-24,86.61221313476562,47.983062744140625
2021-02-25,85.80738830566406,47.18756866455078
2021-02-26,83.83719635009766,46.01126480102539
2021-03-01,85.55587005615234,47.729190826416016
2021-03-02,85.8828353881836,47.44992446899414
2021-03-03,86.84695434570312,47.83073043823242
2021-03-04,87.60989379882812,49.68405532836914
2021-03-05,91.382568359375,51.56275177001953
2021-03-08,92.01134490966797,51.51198196411133
2021-03-09,91.80175018310547,50.71649169921875
2021-03-10,93.36952209472656,52.273616790771484
2021-03-11,93.21859741210938,51.884334564208984
2021-03-12,93.5287857055664,52.442867279052734
2021-03-15,92.43052673339844,51.105770111083984
2021-03-16,90.24237823486328,50.02255630493164
2021-03-17,90.56932830810547,50.242584228515625
2021-03-18,87.29132080078125,48.07615661621094
2021-03-19,86.67089080810547,47.80534362792969
2021-03-22,85.96668243408203,47.314517974853516
2021-03-23,85.4887924194336,46.730594635009766
2021-03-24,87.77754974365234,47.67841720581055
2021-03-25,88.08775329589844,47.54301071166992
2021-03-26,90.10823822021484,48.83778762817383
2021-03-29,89.63872528076172,48.5754508972168
2021-03-30,88.80875396728516,47.97459030151367
2021-03-31,87.8530044555664,47.2468147277832
2021-04-01,88.6578598022461,48.56698226928711
2021-04-05,87.6182632446289,47.813812255859375
2021-04-06,86.83859252929688,47.67841720581055
2021-04-07,87.34999084472656,47.889976501464844
2021-04-08,86.36908721923828,47.39067840576172
2021-04-09,86.28526306152344,47.28065872192383
2021-04-12,85.32952117919922,46.96754837036133
2021-04-13,85.71515655517578,47.145263671875
2021-04-14,87.41706085205078,48.507747650146484
2021-04-15,86.7044448852539,48.22001266479492
2021-04-16,86.31879425048828,47.9492073059082
2021-04-19,86.57030487060547,47.7968864440918
2021-04-20,84.9522476196289,46.789833068847656
2021-04-21,86.1259536743164,47.39067840576172
2021-04-22,84.6336669921875,46.772911071777344
2021-04-23,85.13667297363281,47.02678298950195
2021-04-26,85.11153411865234,47.119876861572266
2021-04-27,86.10081481933594,47.737640380859375
2021-04-28,88.2135238647461,49.176292419433594
2021-04-29,89.6219711303711,49.87869644165039
2021-04-30,86.41101837158203,48.4400520324707
2021-05-03,88.47341918945312,49.77714157104492
2021-05-04,88.95966339111328,50.09025573730469
2021-05-05,91.34901428222656,51.59660339355469
2021-05-06,91.39933776855469,52.087432861328125
2021-05-07,92.23768615722656,52.83214569091797
2021-05-10,91.86042785644531,52.95908737182617
2021-05-11,89.45430755615234,51.275020599365234
2021-05-12,90.0160140991211,51.549781799316406
2021-05-13,89.43753051757812,50.91442108154297
2021-05-14,91.7765884399414,52.17654800415039
2021-05-17,92.90000915527344,53.39573669433594
2021-05-18,90.1080093383789,51.884620666503906
2021-05-19,87.5790786743164,50.6396598815918
2021-05-20,87.88459777832031,50.51946258544922
2021-05-21,88.35981750488281,50.58815002441406
2021-05-24,89.61579895019531,51.18058395385742
2021-05-25,88.14766693115234,50.021480560302734
2021-05-26,88.35981750488281,50.605323791503906
2021-05-27,87.4178466796875,50.27906036376953
2021-05-28,88.07977294921875,50.115928649902344
2021-06-01,90.5068588256836,51.91038131713867
2021-06-02,91.72040557861328,52.3224983215332
2021-06-03,91.30458068847656,52.528564453125
2021-06-04,92.03439331054688,52.76038360595703
2021-06-07,91.44034576416016,52.41694259643555
2021-06-08,92.27203369140625,53.34423065185547
2021-06-09,91.4658203125,53.79069137573242
2021-06-10,92.0004653930664,53.87655258178711
2021-06-11,91.5761489868164,53.378570556640625
2021-06-14,91.6270751953125,53.29271697998047
2021-06-15,93.60437774658203,55.23312759399414
2021-06-16,93.06973266601562,55.03564453125
2021-06-17,90.86328125,53.22402572631836
2021-06-18,87.43479919433594,51.85886764526367
2021-06-21,89.99768829345703,53.739173889160156
2021-06-22,90.29470825195312,54.76948928833008
2021-06-23,90.18436431884766,55.17302703857422
2021-06-24,90.92269897460938,55.39625930786133
2021-06-25,91.05847930908203,55.51646041870117
2021-06-28,88.2494888305664,54.099788665771484
2021-06-29,88.05430603027344,53.76493453979492
2021-06-30,88.8859634399414,54.159889221191406
2021-07-01,90.13346862792969,54.31443786621094
2021-07-02,90.0146484375,54.23716735839844
2021-07-06,88.2494888305664,52.69169235229492
2021-07-07,87.34994506835938,51.86745071411133
2021-07-08,87.06989288330078,51.63563537597656
2021-07-09,88.31739044189453,52.571502685546875
2021-07-12,88.49557495117188,52.51997756958008
2021-07-13,88.1985855102539,52.27098846435547
2021-07-14,86.53526306152344,51.11189270019531
2021-07-15,85.96668243408203,50.6139030456543
2021-07-16,83.69232940673828,49.21441650390625
2021-07-19,81.4349594116211,47.52298355102539
2021-07-20,81.9186782836914,48.04671859741211
2021-07-21,84.71068572998047,49.592185974121094
2021-07-22,83.86207580566406,49.03410720825195
2021-07-23,83.89600372314453,48.97400665283203
2021-07-26,85.66964721679688,50.21037673950195
2021-07-27,85.38111114501953,49.652286529541016
2021-07-28,85.86483001708984,49.987144470214844
2021-07-29,87.04442596435547,50.59674072265625
2021-07-30,86.39948272705078,49.42905807495117
2021-08-02,86.2467041015625,49.4376335144043
2021-08-03,87.06989288330078,49.969970703125
2021-08-04,85.1180419921875,48.802284240722656
2021-08-05,85.90726470947266,49.11137771606445
2021-08-06,86.51828002929688,49.67803955078125
2021-08-09,85.07559204101562,49.11137771606445
2021-08-10,86.62860107421875,49.95280075073242
2021-08-11,87.28204345703125,50.0987548828125
2021-08-12,87.10385131835938,49.98545455932617
2021-08-13,86.52677154541016,49.47993850708008
2021-08-16,85.64418029785156,48.75651931762695
2021-08-17,85.48295593261719,48.42531204223633
2021-08-18,83.16932678222656,47.405555725097656
2021-08-19,81.09654998779297,45.95872497558594
2021-08-20,81.10516357421875,45.967430114746094
2021-08-23,83.19512939453125,47.8587760925293
2021-08-24,84.14983367919922,48.25100326538086
2021-08-25,84.72607421875,48.33815383911133
2021-08-26,83.61658477783203,47.68446731567383
2021-08-27,84.837890625,48.608341217041016
2021-08-30,84.62286376953125,48.076683044433594
2021-08-31,83.22955322265625,47.51886749267578
2021-09-01,82.31787109375,46.86516571044922
2021-09-02,84.03801727294922,48.00695037841797
2021-09-03,83.84880065917969,47.82391357421875
2021-09-07,83.47898864746094,47.54500961303711
2021-09-08,82.90271759033203,47.10921096801758
2021-09-09,82.56727600097656,47.144081115722656
2021-09-10,82.62749481201172,47.04821014404297
2021-09-13,84.26164245605469,48.259708404541016
2021-09-14,82.73931121826172,47.57115936279297
2021-09-15,84.49385833740234,49.17488098144531
2021-09-16,83.70258331298828,48.65191650390625
2021-09-17,83.220947265625,48.076683044433594
2021-09-20,81.51799774169922,46.795448303222656
2021-09-21,81.57820892333984,46.751861572265625
2021-09-22,83.97781372070312,48.12025451660156
2021-09-23,86.05919647216797,49.75012969970703
2021-09-24,86.52365112304688,50.19462966918945
2021-09-27,88.56201934814453,51.68504333496094
2021-09-28,88.8974380493164,52.22542953491211
2021-09-29,88.87165832519531,52.19055938720703
2021-09-30,87.25471496582031,51.26668167114258
2021-10-01,89.73171997070312,53.1057243347168
2021-10-04,90.06714630126953,53.79428482055664
2021-10-05,91.04764556884766,53.70711898803711
2021-10-06,90.24774932861328,52.72223663330078
2021-10-07,90.892822265625,52.87039566040039
2021-10-08,92.93119812011719,54.19520568847656
2021-10-11,92.13993835449219,53.65483093261719
2021-10-12,92.15711975097656,53.375919342041016
2021-10-13,92.70758056640625,53.22774887084961
2021-10-14,93.5848617553711,54.03832244873047
2021-10-15,94.2729263305664,54.552555084228516
2021-10-18,94.22991943359375,54.52640914916992
2021-10-19,96.07048034667969,55.345703125
2021-10-20,97.32617950439453,55.650753021240234
2021-10-21,96.1048812866211,54.63971710205078
2021-10-22,97.0165786743164,55.01450729370117
2021-10-25,97.91963958740234,56.086551666259766
2021-10-26,98.1346664428711,57.38521194458008
2021-10-27,96.38870239257812,55.89479446411133
2021-10-28,97.29179382324219,56.05168533325195
2021-10-29,98.4700927734375,56.1911506652832
2021-11-01,98.5044937133789,57.20218276977539
2021-11-02,97.90243530273438,56.49620056152344
2021-11-03,97.19718170166016,55.720481872558594
2021-11-04,97.62721252441406,56.13884353637695
2021-11-05,98.68508911132812,56.67051696777344
2021-11-08,99.0377426147461,57.28062057495117
2021-11-09,99.76880645751953,57.83843231201172
2021-11-10,98.17765808105469,56.6989860534668
2021-11-11,98.18627166748047,56.80498123168945
2021-11-12,98.2464828491211,56.37216567993164
2021-11-15,100.47404479980469,56.857975006103516
2021-11-16,100.86971282958984,57.432125091552734
2021-11-17,100.41731262207031,56.80498123168945
2021-11-18,99.57337188720703,56.186668395996094
2021-11-19,97.36354064941406,53.58976364135742
2021-11-22,99.10356140136719,54.33174133300781
2021-11-23,101.18289947509766,55.7626838684082
2021-11-24,101.95723724365234,56.07183837890625
2021-11-26,99.62557983398438,54.102088928222656
2021-11-29,99.92137908935547,54.40240478515625
2021-11-30,98.19876098632812,52.85663604736328
2021-12-01,97.52883911132812,52.81246566772461
2021-12-02,100.1736831665039,54.12858581542969
2021-12-03,99.53858184814453,53.784095764160156
2021-12-06,101.0959243774414,54.393577575683594
2021-12-07,102.59233856201172,55.003047943115234
2021-12-08,103.05343627929688,55.16204071044922
2021-12-09,102.78374481201172,55.30337142944336
2021-12-10,102.95774841308594,55.65669250488281
2021-12-13,100.81748962402344,54.437740325927734
2021-12-14,101.11331176757812,54.35824203491211
2021-12-15,100.53910064697266,54.1197509765625
2021-12-16,101.47870635986328,54.208072662353516
2021-12-17,98.83387756347656,53.02445983886719
2021-12-20,98.87737274169922,52.255985260009766
2021-12-21,100.46080017089844,53.43960952758789
2021-12-22,101.0350112915039,53.87242889404297
2021-12-23,101.27861022949219,53.89892578125
2021-12-27,103.34925842285156,54.66739273071289
2021-12-28,103.14915466308594,54.4907341003418
2021-12-29,102.61843872070312,54.013755798339844
2021-12-30,102.16602325439453,53.695762634277344
2021-12-31,102.09642791748047,54.04909133911133
2022-01-03,103.75816345214844,56.12484359741211
2022-01-04,105.64608764648438,58.235923767089844
2022-01-05,106.33340454101562,58.96023178100586
2022-01-06,107.23823547363281,60.347015380859375
2022-01-07,108.77815246582031,60.84165573120117
2022-01-10,108.8477554321289,60.4795036315918
2022-01-11,111.33599090576172,63.023399353027344
2022-01-12,110.77919006347656,62.83790588378906
2022-01-13,110.3180923461914,62.387428283691406
2022-01-14,112.19733428955078,63.48271942138672
2022-01-18,112.56273651123047,64.55152130126953
2022-01-19,112.15382385253906,64.57801055908203
2022-01-20,111.75360870361328,64.71934509277344
2022-01-21,110.4137954711914,63.747703552246094
2022-01-24,110.64868927001953,64.29535675048828
2022-01-25,115.3554916381836,66.18561553955078
2022-01-26,115.4425048828125,65.5143051147461
2022-01-27,117.77411651611328,66.35345458984375
2022-01-28,113.6328353881836,66.4947738647461
2022-01-31,114.25924682617188,67.09541320800781
2022-02-01,117.26951599121094,71.39707946777344
2022-02-02,117.80892181396484,71.21158599853516
2022-02-03,116.75621795654297,70.38127899169922
2022-02-04,118.21784210205078,71.9094009399414
2022-02-07,120.5407943725586,72.77501678466797
2022-02-08,118.7050552368164,70.89359283447266
2022-02-09,119.87954711914062,70.5542221069336
2022-02-10,118.35704040527344,69.87547302246094
2022-02-11,120.76699829101562,71.63488006591797
2022-02-14,118.9051513671875,70.53636932373047
2022-02-15,118.0347671508789,69.65221405029297
2022-02-16,118.06995391845703,69.97372436523438
2022-02-17,117.46334838867188,69.8665542602539
2022-02-18,117.2962875366211,69.08956146240234
2022-02-22,116.39955139160156,68.28578186035156
2022-02-23,119.16889953613281,68.56263732910156
2022-02-24,118.5534896850586,67.69635772705078
2022-02-25,123.4151840209961,69.51824188232422
2022-02-28,126.59769439697266,70.0362319946289
2022-03-01,131.62646484375,70.70606231689453
2022-03-02,135.5122833251953,71.920654296875
2022-03-03,137.34092712402344,72.37614440917969
2022-03-04,139.47727966308594,75.1000747680664
2022-03-07,142.45758056640625,77.80615234375
2022-03-08,149.92156982421875,78.39556884765625
2022-03-09,146.17642211914062,73.93904876708984
2022-03-10,150.1765594482422,76.23430633544922
2022-03-11,150.24685668945312,75.8413314819336
2022-03-14,146.57200622558594,73.12633514404297
2022-03-15,139.15199279785156,68.96453857421875
2022-03-16,138.65089416503906,68.70553588867188
2022-03-17,141.05096435546875,70.53636932373047
2022-03-18,142.18504333496094,70.2594985961914
2022-03-21,144.74339294433594,73.4121322631836
2022-03-22,144.25985717773438,73.0905990600586
2022-03-23,145.8159637451172,74.24268341064453
2022-03-24,146.20278930664062,74.46598052978516
2022-03-25,148.84901428222656,76.09139251708984
2022-03-28,146.2467498779297,73.95690155029297
2022-03-29,144.46205139160156,73.56394958496094
2022-03-30,145.4818572998047,74.82319641113281
2022-03-31,143.15213012695312,73.76042175292969
2022-04-01,144.37416076660156,74.23377227783203
2022-04-04,144.5060272216797,74.2695083618164
2022-04-05,143.6180877685547,73.88545989990234
2022-04-06,144.892822265625,74.70711517333984
2022-04-07,146.9060821533203,75.95743560791016
2022-04-08,149.39407348632812,77.55606079101562
2022-04-11,145.5522003173828,74.88573455810547
2022-04-12,148.5852813720703,76.44863891601562
2022-04-13,150.923828125,77.5292739868164
2022-04-14,150.85348510742188,78.44023132324219
2022-04-18,152.87551879882812,79.08325958251953
2022-04-19,151.06448364257812,78.37770080566406
2022-04-20,151.6798858642578,78.55632781982422
2022-04-21,144.69064331054688,77.72574615478516
2022-04-22,141.49932861328125,76.02887725830078
2022-04-25,138.4574432373047,73.4657211303711
2022-04-26,137.6134796142578,73.49249267578125
2022-04-27,137.35853576660156,75.59127044677734
2022-04-28,142.23780822753906,77.87757873535156
2022-04-29,137.73654174804688,76.13604736328125
2022-05-02,140.44436645507812,77.17205047607422
2022-05-03,142.85321044921875,78.76173400878906
2022-05-04,147.3368682861328,81.89649200439453
2022-05-05,146.16761779785156,80.65509796142578
2022-05-06,150.06224060058594,81.88755798339844
2022-05-09,140.0047607421875,75.43051147460938
2022-05-10,141.34986877441406,75.9306411743164
2022-05-11,143.44224548339844,77.51140594482422
2022-05-12,144.804931640625,77.86328887939453
2022-05-13,147.58303833007812,80.17301940917969
2022-05-16,152.10186767578125,82.05870056152344
2022-05-17,152.9986114501953,83.10530853271484
2022-05-18,148.96556091308594,81.78804016113281
2022-05-19,147.90188598632812,82.23013305664062
2022-05-20,148.75283813476562,82.87975311279297
2022-05-23,152.20973205566406,84.71128845214844
2022-05-24,153.0252227783203,85.17143249511719
2022-05-25,155.48048400878906,86.88568115234375
2022-05-26,156.52638244628906,87.19243621826172
2022-05-27,158.02439880371094,88.04957580566406
2022-05-31,154.81568908691406,86.61500549316406
2022-06-01,156.287109375,88.27513122558594
